  25.2000008  9.45365429 0.0
  25.6000004  10.0683088 0.0
  26.  10.7674656 0.0
  26.3999996  11.4333296 0.0
  26.7999992  12.1449556 0.0
  27.2000008  12.7912445 0.0
  27.6000004  13.4138308 0.0
  28.  14.0240774 0.0
  28.3999996  14.6201582 0.0
  28.7999992  15.2052011 0.0
  29.2000008  15.8091345 0.0
  29.6000004  16.3798637 0.0
  30.  16.90131 0.0
  30.3999996  17.499073 0.0
  30.7999992  18.0520287 0.0
  31.2000008  18.563076 0.0
  31.6000004  19.1566906 0.0
  32.  19.6894779 0.0
  32.4000015  20.233881 0.0
  32.7999992  20.7583447 0.0
  33.2000008  21.3381119 0.0
  33.5999985  21.8966293 0.0
  34.  22.4803143 0.0
  34.4000015  23.0269833 0.0
  34.7999992  23.6319294 0.0
  35.2000008  24.2601089 0.0
  35.5999985  24.8574181 0.0
  36.  25.4768448 0.0
  36.4000015  26.0910797 0.0
  36.7999992  26.617363 0.0
  37.2000008  27.1622887 0.0
  37.5999985  27.6044254 0.0
  38.  27.944149 0.0
  38.4000015  28.0662136 0.0
  38.7999992  27.9188843 0.0
  39.2000008  27.3733749 0.0
  39.5999985  26.3914757 0.0
  40.  24.9067116 0.0
  40.4000015  23.0330677 0.0
  40.7999992  20.8814735 0.0
  41.2000008  18.6724014 0.0
  41.5999985  16.5234947 0.0
  42.  14.5722828 0.0
  42.4000015  12.8270254 0.0
  42.7999992  11.3249865 0.0
  43.2000008  9.99846745 0.0
  43.5999985  8.88562107 0.0
  44.  7.91856527 0.0
  44.4000015  7.0954299 0.0
  44.7999992  6.36729574 0.0
  45.2000008  5.72094679 0.0
  45.5999985  5.18244457 0.0
  46.  4.69390106 0.0
  46.4000015  4.25723886 0.0
  46.7999992  3.86902857 0.0
  47.2000008  3.54342079 0.0
  47.5999985  3.24734735 0.0
  48.  2.97476196 0.0
  48.4000015  2.75361395 0.0
  48.7999992  2.52743363 0.0
  49.2000008  2.32866168 0.0
  49.5999985  2.1500659 0.0
  50.  1.9911927 0.0
  50.4000015  1.84962821 0.0
  50.7999992  1.7097367 0.0
  51.2000008  1.58475399 0.0
  51.6000023  1.47819304 0.0
  52.  1.3764869 0.0
  52.4000015  1.28497422 0.0
  52.7999992  1.19018662 0.0
  53.2000008  1.11038411 0.0
  53.6000023  1.04685926 0.0
  54.  0.970270634 0.0
  54.4000015  0.914427638 0.0
  54.7999992  0.856932759 0.0
  55.2000008  0.809352696 0.0
  55.6000023  0.758977294 0.0
  56.  0.708275139 0.0
  56.4000015  0.665703714 0.0
  56.7999992  0.628833771 0.0
  57.2000008  0.592314899 0.0
  57.6000023  0.550556302 0.0
  58.  0.524350107 0.0
  58.4000015  0.493026495 0.0
  58.7999992  0.458905965 0.0
  59.2000008  0.433096915 0.0
  59.6000023  0.410784513 0.0
  60.  0.391440272 0.0
  60.4000015  0.367263407 0.0
  60.7999992  0.347479939 0.0
  61.2000008  0.324819416 0.0
  61.6000023  0.310072452 0.0
  62.  0.290293366 0.0
  62.4000015  0.275108635 0.0
  62.7999992  0.25854829 0.0
  63.2000008  0.238375396 0.0
  63.6000023  0.232477546 0.0
  64.  0.217524931 0.0
  64.4000015  0.205789506 0.0
  64.8000031  0.192457512 0.0
