  0.600000024  0. 0.0
  1.80000007  0. 0.0
  3.  0. 0.0
  4.20000029  0. 0.0
  5.4000001  0. 0.0
  6.60000038  0. 0.0
  7.80000019  0. 0.0
  9.  0. 0.0
  10.2000008  0. 0.0
  11.4000006  0. 0.0
  12.6000004  0. 0.0
  13.8000002  0. 0.0
  15.000001  0. 0.0
  16.2000008  0. 0.0
  17.4000015  0. 0.0
  18.6000004  0. 0.0
  19.8000011  0. 0.0
  21.  0. 0.0
  22.2000008  0. 0.0
  23.4000015  0. 0.0
  24.6000004  1.55482876 0.0
  25.8000011  10.4897127 0.0
  27.0000019  12.4627523 0.0
  28.2000008  14.3441257 0.0
  29.4000015  16.06106 0.0
  30.6000004  17.7352219 0.0
  31.8000011  19.3584423 0.0
  33.  21.0395851 0.0
  34.2000008  22.7564735 0.0
  35.4000015  24.5377941 0.0
  36.6000023  26.3188248 0.0
  37.8000031  27.6912041 0.0
  39.  27.5463924 0.0
  40.2000008  24.0085773 0.0
  41.4000015  17.7543373 0.0
  42.6000023  12.2549419 0.0
  43.8000031  8.54070759 0.0
  45.  6.11880589 0.0
  46.2000008  4.51680422 0.0
  47.4000015  3.42642641 0.0
  48.6000023  2.64940023 0.0
  49.8000031  2.08381224 0.0
  51.0000038  1.65964222 0.0
  52.2000008  1.3372016 0.0
  53.4000015  1.08607948 0.0
  54.6000023  0.892001152 0.0
  55.8000031  0.737776935 0.0
  57.0000038  0.613598526 0.0
  58.2000008  0.511900485 0.0
  59.4000015  0.426912338 0.0
