  0.600000024  0. 0.0
  1.80000007  0. 0.0
  3.  0. 0.0
  4.20000029  0. 0.0
  5.4000001  0. 0.0
  6.60000038  0. 0.0
  7.80000019  0. 0.0
  9.  0. 0.0
  10.2000008  0. 0.0
  11.4000006  0. 0.0
  12.6000004  0. 0.0
  13.8000002  0. 0.0
  15.000001  0. 0.0
  16.2000008  0. 0.0
  17.4000015  0. 0.0
  18.6000004  0. 0.0
  19.8000011  0. 0.0
  21.  0. 0.0
  22.2000008  0. 0.0
  23.4000015  0. 0.0
  24.6000004  1.55594611 0.0
  25.8000011  10.4893646 0.0
  27.0000019  12.4643183 0.0
  28.2000008  14.3422756 0.0
  29.4000015  16.0680008 0.0
  30.6000004  17.7376232 0.0
  31.8000011  19.3615398 0.0
  33.  21.0459824 0.0
  34.2000008  22.7646656 0.0
  35.4000015  24.5436954 0.0
  36.6000023  26.3177776 0.0
  37.8000031  27.6685925 0.0
  39.  27.4482689 0.0
  40.2000008  23.7960777 0.0
  41.4000015  17.5269604 0.0
  42.6000023  12.0889664 0.0
  43.8000031  8.43286514 0.0
  45.  6.04367113 0.0
  46.2000008  4.46628332 0.0
  47.4000015  3.39154577 0.0
  48.6000023  2.62130713 0.0
  49.8000031  2.06217527 0.0
  51.0000038  1.64536941 0.0
  52.2000008  1.32246459 0.0
  53.4000015  1.07635236 0.0
  54.6000023  0.884538472 0.0
  55.8000031  0.73048532 0.0
  57.0000038  0.608063102 0.0
  58.2000008  0.50663054 0.0
  59.4000015  0.421797067 0.0
