50.25 51.25 0.0
50.75 51.75 0.0
51.25 52.25 0.0
51.75 52.75 0.0
52.25 53.25 0.0
52.75 53.75 0.0
53.25 54.25 0.0
53.75 54.75 0.0
54.25 55.25 0.0
54.75 55.75 0.0
55.25 56.25 0.0
55.75 56.75 0.0
56.25 57.25 0.0
56.75 57.75 0.0
57.25 58.25 0.0
57.75 58.75 0.0
58.25 59.25 0.0
58.75 59.75 0.0
59.25 60.25 0.0
59.75 60.75 0.0
60.25 61.25 0.0
60.75 61.75 0.0
61.25 62.25 0.0
61.75 62.75 0.0
62.25 63.25 0.0
62.75 63.75 0.0
63.25 64.25 0.0
63.75 64.75 0.0
64.25 65.25 0.0
64.75 65.75 0.0
65.25 66.25 0.0
65.75 66.75 0.0
66.25 67.25 0.0
66.75 67.75 0.0
67.25 68.25 0.0
67.75 68.75 0.0
68.25 69.25 0.0
68.75 69.75 0.0
69.25 70.25 0.0
69.75 70.75 0.0
70.25 71.25 0.0
70.75 71.75 0.0
71.25 72.25 0.0
71.75 72.75 0.0
72.25 73.25 0.0
72.75 73.75 0.0
73.25 74.25 0.0
73.75 74.75 0.0
74.25 75.25 0.0
74.75 75.75 0.0
75.25 76.25 0.0
75.75 76.75 0.0
76.25 77.25 0.0
76.75 77.75 0.0
77.25 78.25 0.0
77.75 78.75 0.0
78.25 79.25 0.0
78.75 79.75 0.0
79.25 80.25 0.0
79.75 80.75 0.0
80.25 81.25 0.0
80.75 81.75 0.0
81.25 82.25 0.0
81.75 82.75 0.0
82.25 83.25 0.0
82.75 83.75 0.0
83.25 84.25 0.0
83.75 84.75 0.0
84.25 85.25 0.0
84.75 85.75 0.0
85.25 86.25 0.0
85.75 86.75 0.0
86.25 87.25 0.0
86.75 87.75 0.0
87.25 88.25 0.0
87.75 88.75 0.0
88.25 89.25 0.0
88.75 89.75 0.0
89.25 90.25 0.0
89.75 90.75 0.0
90.25 91.25 0.0
90.75 91.75 0.0
91.25 92.25 0.0
91.75 92.75 0.0
92.25 93.25 0.0
92.75 93.75 0.0
93.25 94.25 0.0
93.75 94.75 0.0
94.25 95.25 0.0
94.75 95.75 0.0
95.25 96.25 0.0
95.75 96.75 0.0
96.25 97.25 0.0
96.75 97.75 0.0
97.25 98.25 0.0
97.75 98.75 0.0
98.25 99.25 0.0
98.75 99.75 0.0
99.25 100.25 0.0
99.75 100.75 0.0
