  25.2000008  9.45834827
  25.6000004  10.0638237
  26.  10.7676811
  26.3999996  11.4262829
  26.7999992  12.1508121
  27.2000008  12.779212
  27.6000004  13.4214363
  28.  14.0222607
  28.3999996  14.6174154
  28.7999992  15.2088737
  29.2000008  15.805254
  29.6000004  16.37957
  30.  16.8978462
  30.3999996  17.5030041
  30.7999992  18.0448132
  31.2000008  18.5724049
  31.6000004  19.150198
  32.  19.6831741
  32.4000015  20.2366371
  32.7999992  20.752943
  33.2000008  21.3328876
  33.5999985  21.894846
  34.  22.4789181
  34.4000015  23.0218067
  34.7999992  23.6326313
  35.2000008  24.2533817
  35.5999985  24.8442097
  36.  25.4752274
  36.4000015  26.0901566
  36.7999992  26.6166534
  37.2000008  27.162838
  37.5999985  27.6044388
  38.  27.9542923
  38.4000015  28.1026955
  38.7999992  27.9455032
  39.2000008  27.4311733
  39.5999985  26.4684334
  40.  25.0026836
  40.4000015  23.1498127
  40.7999992  20.9926701
  41.2000008  18.7912903
  41.5999985  16.6341534
  42.  14.6651363
  42.4000015  12.9182587
  42.7999992  11.3937302
  43.2000008  10.0606251
  43.5999985  8.94490242
  44.  7.96424389
  44.4000015  7.13926792
  44.7999992  6.40565968
  45.2000008  5.75611877
  45.5999985  5.21182871
  46.  4.71926165
  46.4000015  4.2814765
  46.7999992  3.89196134
  47.2000008  3.5625484
  47.5999985  3.26146817
  48.  2.98816109
  48.4000015  2.76923871
  48.7999992  2.54069471
  49.2000008  2.34054637
  49.5999985  2.15932202
  50.  2.00091958
  50.4000015  1.85738969
  50.7999992  1.71865225
  51.2000008  1.59473801
  51.6000023  1.48355806
  52.  1.38105643
  52.4000015  1.29134345
  52.7999992  1.19643724
  53.2000008  1.11754513
  53.6000023  1.04817712
  54.  0.975567937
  54.4000015  0.919334292
  54.7999992  0.862981617
  55.2000008  0.810966492
  55.6000023  0.762906015
  56.  0.709511578
  56.4000015  0.67015028
  56.7999992  0.630879462
  57.2000008  0.595974386
  57.6000023  0.554072082
  58.  0.526586592
  58.4000015  0.495634586
  58.7999992  0.460604399
  59.2000008  0.434259474
  59.6000023  0.414387316
  60.  0.392440408
  60.4000015  0.369056612
  60.7999992  0.349074274
  61.2000008  0.327462673
  61.6000023  0.311556727
  62.  0.291061401
  62.4000015  0.275617689
  62.7999992  0.261485875
  63.2000008  0.239668474
  63.6000023  0.233421326
  64.  0.218232885
  64.4000015  0.207037419
  64.8000031  0.194678023
