  25.2000008  9.45445538 0.0
  25.6000004  10.0675936 0.0
  26.  10.7694302 0.0
  26.3999996  11.434041 0.0
  26.7999992  12.1448174 0.0
  27.2000008  12.7942419 0.0
  27.6000004  13.410038 0.0
  28.  14.0265512 0.0
  28.3999996  14.6200562 0.0
  28.7999992  15.2050638 0.0
  29.2000008  15.8067026 0.0
  29.6000004  16.3831482 0.0
  30.  16.8989086 0.0
  30.3999996  17.4957619 0.0
  30.7999992  18.0582561 0.0
  31.2000008  18.5620728 0.0
  31.6000004  19.1578465 0.0
  32.  19.6873722 0.0
  32.4000015  20.2358646 0.0
  32.7999992  20.7617702 0.0
  33.2000008  21.336525 0.0
  33.5999985  21.8984871 0.0
  34.  22.4791126 0.0
  34.4000015  23.0271091 0.0
  34.7999992  23.6327686 0.0
  35.2000008  24.2629051 0.0
  35.5999985  24.8574295 0.0
  36.  25.4746552 0.0
  36.4000015  26.0912533 0.0
  36.7999992  26.6193085 0.0
  37.2000008  27.1587582 0.0
  37.5999985  27.6061935 0.0
  38.  27.9455414 0.0
  38.4000015  28.0613937 0.0
  38.7999992  27.9138603 0.0
  39.2000008  27.367466 0.0
  39.5999985  26.3840752 0.0
  40.  24.8923416 0.0
  40.4000015  23.0228729 0.0
  40.7999992  20.8697872 0.0
  41.2000008  18.6571102 0.0
  41.5999985  16.5129738 0.0
  42.  14.5601597 0.0
  42.4000015  12.8177872 0.0
  42.7999992  11.3154039 0.0
  43.2000008  9.99370289 0.0
  43.5999985  8.87944603 0.0
  44.  7.91318703 0.0
  44.4000015  7.09276962 0.0
  44.7999992  6.36054945 0.0
  45.2000008  5.71781826 0.0
  45.5999985  5.17884922 0.0
  46.  4.69011259 0.0
  46.4000015  4.25439596 0.0
  46.7999992  3.86608648 0.0
  47.2000008  3.54310441 0.0
  47.5999985  3.24468732 0.0
  48.  2.97320819 0.0
  48.4000015  2.75245047 0.0
  48.7999992  2.52682304 0.0
  49.2000008  2.32510972 0.0
  49.5999985  2.15023327 0.0
  50.  1.98989642 0.0
  50.4000015  1.84876204 0.0
  50.7999992  1.70848548 0.0
  51.2000008  1.58303976 0.0
  51.6000023  1.47809196 0.0
  52.  1.37540805 0.0
  52.4000015  1.28451788 0.0
  52.7999992  1.18820095 0.0
  53.2000008  1.111426 0.0
  53.6000023  1.04613447 0.0
  54.  0.969016671 0.0
  54.4000015  0.915900767 0.0
  54.7999992  0.855982006 0.0
  55.2000008  0.808117807 0.0
  55.6000023  0.759166241 0.0
  56.  0.707110584 0.0
  56.4000015  0.665919483 0.0
  56.7999992  0.628580689 0.0
  57.2000008  0.59185636 0.0
  57.6000023  0.550215542 0.0
  58.  0.523020506 0.0
  58.4000015  0.493464172 0.0
  58.7999992  0.458243936 0.0
  59.2000008  0.43295604 0.0
  59.6000023  0.411591858 0.0
  60.  0.389987558 0.0
  60.4000015  0.36809206 0.0
  60.7999992  0.345907122 0.0
  61.2000008  0.325203061 0.0
  61.6000023  0.309233904 0.0
  62.  0.290188581 0.0
  62.4000015  0.275675714 0.0
  62.7999992  0.257915616 0.0
  63.2000008  0.238748789 0.0
  63.6000023  0.232215032 0.0
  64.  0.217292264 0.0
  64.4000015  0.205726564 0.0
  64.8000031  0.192328021 0.0
