  0.600000024  0. 0.0
  1.80000007  0. 0.0
  3.  0. 0.0
  4.20000029  0. 0.0
  5.4000001  0. 0.0
  6.60000038  0. 0.0
  7.80000019  0. 0.0
  9.  0. 0.0
  10.2000008  0. 0.0
  11.4000006  0. 0.0
  12.6000004  0. 0.0
  13.8000002  0. 0.0
  15.000001  0. 0.0
  16.2000008  0. 0.0
  17.4000015  0. 0.0
  18.6000004  0. 0.0
  19.8000011  0. 0.0
  21.  0. 0.0
  22.2000008  0. 0.0
  23.4000015  0. 0.0
  24.6000004  1.55498254 0.0
  25.8000011  10.489171 0.0
  27.0000019  12.4640293 0.0
  28.2000008  14.3429499 0.0
  29.4000015  16.06674 0.0
  30.6000004  17.7351456 0.0
  31.8000011  19.3618679 0.0
  33.  21.0459805 0.0
  34.2000008  22.7634163 0.0
  35.4000015  24.5409279 0.0
  36.6000023  26.3167896 0.0
  37.8000031  27.6679764 0.0
  39.  27.4554977 0.0
  40.2000008  23.8071537 0.0
  41.4000015  17.5388813 0.0
  42.6000023  12.0971575 0.0
  43.8000031  8.43791199 0.0
  45.  6.04892683 0.0
  46.2000008  4.46894741 0.0
  47.4000015  3.39341235 0.0
  48.6000023  2.62293124 0.0
  49.8000031  2.06299543 0.0
  51.0000038  1.6464268 0.0
  52.2000008  1.32286704 0.0
  53.4000015  1.07697427 0.0
  54.6000023  0.885161042 0.0
  55.8000031  0.730767906 0.0
  57.0000038  0.608175516 0.0
  58.2000008  0.507479608 0.0
  59.4000015  0.42164284 0.0
