  0.600000024  0. 0.0
  1.80000007  0. 0.0
  3.  0. 0.0
  4.20000029  0. 0.0
  5.4000001  0. 0.0
  6.60000038  0. 0.0
  7.80000019  0. 0.0
  9.  0. 0.0
  10.2000008  0. 0.0
  11.4000006  0. 0.0
  12.6000004  0. 0.0
  13.8000002  0. 0.0
  15.000001  0. 0.0
  16.2000008  0. 0.0
  17.4000015  0. 0.0
  18.6000004  0. 0.0
  19.8000011  0. 0.0
  21.  0. 0.0
  22.2000008  0. 0.0
  23.4000015  0. 0.0
  24.6000004  1.55377078 0.0
  25.8000011  10.4915571 0.0
  27.0000019  12.4634733 0.0
  28.2000008  14.344943 0.0
  29.4000015  16.062952 0.0
  30.6000004  17.7336063 0.0
  31.8000011  19.3593349 0.0
  33.  21.0430126 0.0
  34.2000008  22.758482 0.0
  35.4000015  24.5413322 0.0
  36.6000023  26.3172894 0.0
  37.8000031  27.6886234 0.0
  39.  27.5285168 0.0
  40.2000008  23.9675045 0.0
  41.4000015  17.7111568 0.0
  42.6000023  12.2236538 0.0
  43.8000031  8.52085114 0.0
  45.  6.10381031 0.0
  46.2000008  4.50779247 0.0
  47.4000015  3.41936493 0.0
  48.6000023  2.64461851 0.0
  49.8000031  2.0793376 0.0
  51.0000038  1.65685165 0.0
  52.2000008  1.33519101 0.0
  53.4000015  1.08388638 0.0
  54.6000023  0.890367091 0.0
  55.8000031  0.736536682 0.0
  57.0000038  0.61251086 0.0
  58.2000008  0.51081872 0.0
  59.4000015  0.426059246 0.0
