  25.2000008  9.4579792 0.0
  25.6000004  10.0634298 0.0
  26.  10.7728691 0.0
  26.3999996  11.4328957 0.0
  26.7999992  12.148344 0.0
  27.2000008  12.7925577 0.0
  27.6000004  13.4094448 0.0
  28.  14.0253773 0.0
  28.3999996  14.6206636 0.0
  28.7999992  15.2056284 0.0
  29.2000008  15.810915 0.0
  29.6000004  16.3893738 0.0
  30.  16.8981743 0.0
  30.3999996  17.5026836 0.0
  30.7999992  18.0456314 0.0
  31.2000008  18.5721664 0.0
  31.6000004  19.1526184 0.0
  32.  19.697546 0.0
  32.4000015  20.2299213 0.0
  32.7999992  20.7659245 0.0
  33.2000008  21.3422756 0.0
  33.5999985  21.8993359 0.0
  34.  22.4747257 0.0
  34.4000015  23.0347652 0.0
  34.7999992  23.6311893 0.0
  35.2000008  24.2664547 0.0
  35.5999985  24.8606415 0.0
  36.  25.4823761 0.0
  36.4000015  26.087183 0.0
  36.7999992  26.627121 0.0
  37.2000008  27.1500416 0.0
  37.5999985  27.6115837 0.0
  38.  27.9312515 0.0
  38.4000015  28.0449982 0.0
  38.7999992  27.8854465 0.0
  39.2000008  27.3275661 0.0
  39.5999985  26.3339081 0.0
  40.  24.8348904 0.0
  40.4000015  22.9448624 0.0
  40.7999992  20.7921581 0.0
  41.2000008  18.5766907 0.0
  41.5999985  16.4431992 0.0
  42.  14.4946194 0.0
  42.4000015  12.7603359 0.0
  42.7999992  11.2664051 0.0
  43.2000008  9.95193863 0.0
  43.5999985  8.83864594 0.0
  44.  7.88255215 0.0
  44.4000015  7.0650301 0.0
  44.7999992  6.337677 0.0
  45.2000008  5.69252253 0.0
  45.5999985  5.16055679 0.0
  46.  4.67341661 0.0
  46.4000015  4.23750925 0.0
  46.7999992  3.85150051 0.0
  47.2000008  3.53169417 0.0
  47.5999985  3.23275781 0.0
  48.  2.96304846 0.0
  48.4000015  2.74514556 0.0
  48.7999992  2.51716495 0.0
  49.2000008  2.31999087 0.0
  49.5999985  2.1392405 0.0
  50.  1.98628747 0.0
  50.4000015  1.84330273 0.0
  50.7999992  1.69987226 0.0
  51.2000008  1.57929969 0.0
  51.6000023  1.47535563 0.0
  52.  1.37120843 0.0
  52.4000015  1.27912235 0.0
  52.7999992  1.1838305 0.0
  53.2000008  1.10868275 0.0
  53.6000023  1.04309249 0.0
  54.  0.966385663 0.0
  54.4000015  0.911179543 0.0
  54.7999992  0.854567945 0.0
  55.2000008  0.806051195 0.0
  55.6000023  0.757124245 0.0
  56.  0.705199301 0.0
  56.4000015  0.664168954 0.0
  56.7999992  0.626836419 0.0
  57.2000008  0.589943051 0.0
  57.6000023  0.546374023 0.0
  58.  0.523520529 0.0
  58.4000015  0.492057413 0.0
  58.7999992  0.456208616 0.0
  59.2000008  0.430999279 0.0
  59.6000023  0.409622252 0.0
  60.  0.389900237 0.0
  60.4000015  0.36528632 0.0
  60.7999992  0.346912414 0.0
  61.2000008  0.323338568 0.0
  61.6000023  0.307491571 0.0
  62.  0.289598405 0.0
  62.4000015  0.275024354 0.0
  62.7999992  0.256328255 0.0
  63.2000008  0.238106161 0.0
  63.6000023  0.232098877 0.0
  64.  0.216009751 0.0
  64.4000015  0.205136374 0.0
  64.8000031  0.191288725 0.0
